,레시피일련번호,레시피제목,요리명,등록자ID,등록자명,조회수,추천수,스크랩수,요리방법,요리상황,요리재료별명,요리종류,요리소개,요리재료들,요리인분,요리난이도,요리시간,최초등록일,ingre1
2904,6921890,다이어트요리 쌀가루로 건강하게 고추로 비타민 보충 풋고추홍합전,풋고추홍합전,92174683,요리톡톡 맛톡톡,706,0,27,부침,다이어트,기타,기타,자숙홍합이 조금 남아있어 홍합전을 해먹으면 딱 좋을꺼 같았어요 근데 다욧중이라 밀가루는 안돼는데ㅠ 밀가루는 다욧하면서 거의 안먹었거든요  그래서 밀가루 대신 쌀가루로 대체 하기로 했죠 쌀가루랑 흑미가루 섞어 만들었어요 반죽하면서 머리속에 진짜 건강한  전이 될거 같더라고요  근데 맛까지 너무 건강한 맛이였어요ㅋㅋ 첨에 한입 먹는데 진짜 맛없다 라는  생각이 들더라고요 해서 버릴까 하다가 홍합이 아까워  조금씩 먹는데 먹을수록 고소함이 느껴지면서 맛있어지는거 있죠ㅋㅋ  풋고추가 들어가서 입맛을 살려주었던  걸까요 아님 맛에 중독이 되어간 걸까요ㅋㅋ 끝내는 혼자 다 먹었어요ㅋㅋ  건강하게 다욧 전으로 부쳐먹는 풋고추홍합전 다욧 안하시는 분들은 밀가루로 맛있게 부쳐드세요^^,[재료] 자숙 홍합 2컵| 쌀가루 1/2컵| 흑미 가루 1/2컵| 풋고추 3개| 물 1/3컵| 파| 올리브오일 [양념장] 간장| 통깨| 참기름,2인분,초급,,2.02E+13," 자숙홍합, 쌀가루, 흑미가루, 풋고추, 물, 대파, 올리브오일, 간장, 통깨, 참기름"
2905,6921893,계란전 레시피 간단한 달걀요리 계란부침,계란부침,hyuna9595,먹순,1765,0,15,부침,일상,달걀/유제품,밑반찬,계란은 후라이를 해먹어도 맛있고 계란말이를 해먹어도 맛있지요. 계란 전으로 간편하게 즐기는 레시피 소개해드리도록 할게요.,[재료] 계란 3알| 당근 1/6개| 양파 1/4개| 홍고추 1개| 파 기름 2T| 소금 후추 한 꼬집,2인분,아무나,15분이내,2.02E+13,"달걀, 당근, 양파, 홍고추, 파기름, 소금, 후추"
2906,6921895,부드럽고 촉촉한 단호박 크림치즈 마들렌,단호박크림치즈마들렌,bunnify,버니파이Bunnify,1037,0,38,굽기,간식,밀가루,빵,고소한 단호박과 부드러운 크림치즈의 완벽한 궁합!,[마들렌 반죽] 실온 달걀 1개| 설탕 55g| 꿀 10g| 박력분 65g| 단호박 가루 15g| 베이킹 파우더 3g| 녹인 무염버터 60g| 우유 15g| 단호박 조림| 크림치즈 30g [단호박 조림] 단호박 60g| 설탕 20g| 물 30g,4인분,초급,2시간이내,2.02E+13,"달걀, 설탕, 꿀, 박력분, 단호박가루, 베이킹파우더, 무염버터, 우유, 단호박조림, 크림치즈, 단호박, 설탕, 물"
2907,6921904,슈퍼푸드 부추로 면역력 강화 갑오징어부추전,갑오징어부추전,29950989,#NAME?,1121,0,24,굽기,영양식,채소류,메인반찬,비타민과 철이 풍부한 부추와 단백질 덩어리 갑오징어로 만든 바삭한 갑오징어부추전,[재료] 갑오징어 1줌| 부추 20가닥정도| 부침가루 1.5T| 튀김가루 1T| 차가운물 5T| 기름 8T,2인분,아무나,15분이내,2.02E+13," 갑오징어, 부추, 부침가루, 튀김가루, 물, 기름"
2908,6921906,보약 가을무로 면역력 지키는 갑오징어무우국,갑오징어무국,29950989,#NAME?,3293,0,72,끓이기,일상,채소류,국/탕,비타민C   칼슘  칼륨 등 풍부한 영양소를 지닌 무로 만든 따뜻한 한그릇. 가을무는 특히 아삭하고 단맛이 풍부하다고 합니다.,[재료] 무 350g| 갑오징어 1컵| 들기름 2T| 대파 1개| 청양고추 2개| 멸치 20마리| 조각다시마 1장| 물 1.2L [양념] 멸치액젓 2T| 국간장 1T| 다진마늘 1.5T| 고춧가루 1.5T,5인분,아무나,30분이내,2.02E+13," 무우, 갑오징어, 들기름, 대파, 청양고추, 멸치, 조각다시마, 물, 멸치액젓, 국간장, 다진마늘, 고춧가루"
2909,6921911,빼빼로케이크 l 선물을 위해 만드는 생크림케이크,빼빼로케이크,gdubu33,만개의레시피,3644,0,110,기타,간식,밀가루,디저트,그래도 기념일인데… 색다른케이크를 만들고 싶을때 ??!!  아이싱도 직접하고 빼빼로 꾸며 나만의 빼빼로케이크를 만들어보세요 세상의 모든 레시피 만개의레시피,[케이크] 케이크 시트 1cm두께 5장| 생크림 350g| 설탕 30g [빼빼로 스틱] 스틱 과자 40개| 코팅용 초콜릿 {화이트} 300g| 초코펜| 스프링클 적당량,4인분,초급,90분이내,2.02E+13,"생크림, 설탕, 스틱과자, 초콜릿, 초코펜, 스프링클"
2910,6921912,밥솥으로 한번에 풋고추 잡채밥 ,풋고추잡채밥,39744183,밥솥개미,623,0,12,끓이기,일상,쌀,밥/죽/떡,밥솥으로 간단하게 잡채밥을 만들어보세요. 당면을 불리지 않아도 되어서 아주 쉬워요. 풋고추를 넣으면 살짝 매콤하면서도 맛이 청량해요  유투브 링크: https://youtu.be/b5T8dZhWDvY,[재료] 쌀 1/2컵| 잡채 1줌| 표고버섯 2개| 풋고추 1개| 다진파 2줌| 물 400ml [양념] 진간장 3T| 굴소스 2T| 설탕 1T| 멸치가루 1T| 맛술 1T| 통깨| 다진마늘 1T,2인분,초급,30분이내,2.02E+13," 쌀, 잡채, 표고버섯, 풋고추, 대파, 물, 진간장, 굴소스, 설탕, 멸치가루, 맛술, 통깨, 다진마늘"
2911,6921917,♥초간단 밑반찬♥ 바삭바삭 단짠단짠 고소한 마늘멸치볶음,마늘멸치볶음,60906307,맛있으면되는겨,3475,0,106,볶음,초스피드,건어물류,밑반찬,멸치반찬은 자주하는데 요번에는 바삭바삭 단짠 마늘멸치볶음 해보았어용 ♥,[재료] 멸치 1밥공기| 마늘 취향껏|  [양념] 간장 1큰술| 설탕 1큰술| 올리고당 1큰술| 마요네즈 1큰술,2인분,아무나,10분이내,2.02E+13," 멸치, 마늘,  간장, 설탕, 올리고당, 마요네즈"
2912,6921924,제철요리  굴배추겉절이 황금레시피,굴배추겉절이,mare326,어부동김반장,2156,0,18,무침,일상,채소류,김치/젓갈/장류,가을배추 너무 맛있지요. 텃밭에서 속이 덜찬 배추 3포기를 뽑아 왔어요. 굴 듬뿍 넣어 겉절이를 만드니 너무 맛있네요. 요즘 배추도 제철 굴도 제철이라서인지 밥한공기 뚝딱 이네요.,[재료] 절임배추 3포기| 대파 3뿌리| 쪽파 1줌| 갓 조금| 자연산생 굴 400g [겉절이양념] 고추가루 2컵반| 갈치젓 1/4컵| 까나리액젓 1/4컵| 새우젓 2수저| 다진마늘 5수저| 다진생강 1수저| 밀가루풀 1컵| 매실청 1/2컵| 무즙 1/2컵| 양파즙 1/2컵| 슈가 조금| 천일염 조금| 참깨 조금,6인분이상,초급,30분이내,2.02E+13,"배추, 대파, 쪽파, 갓, 굴, 고춧가루, 갈치속젓, 까나리액젓, 새우젓, 다진마늘, 다진생강, 밀가루풀, 매실청, 무즙, 양파즙, 슈가, 천일염, 참깨"
2913,6921926,더덕장아찌절임,더덕장아찌절임,37648980,Hobby_Food,5320,0,16,절임,일상,기타,밑반찬,못생긴 더덕으로 아삭한 장아찌 담아보세요!,[재료] 못생긴 더덕 200g [양념] 간장 100ml| 물 400ml| 대파잎 3장| 양파 1/6쪽| 통마늘 5개,6인분이상,초급,15분이내,2.02E+13,"더덕, 간장, 물, 대파, 양파, 마늘"
2914,6921928,고추장더덕장아찌,고추장더덕장아찌,37648980,Hobby_Food,6287,0,18,무침,일상,기타,밑반찬,아삭한 식감의 더덕장아찌 간단하게 무쳐드세요!,[재료] 절인 더덕 200g [양념] 고추장 2큰술| 설탕 1큰술| 다진마늘 1작은술| 깨 1/2작은술| 참기름 1/2작은술| 고추가루 1작은술,6인분이상,아무나,5분이내,2.02E+13,"더덕, 고추장, 설탕, 다진마늘, 깨, 참기름, 고춧가루"
2915,6921937,비타민 가득! 풋고추 레시피 2 - 고추잡채파스타,고추잡채파스타,20043759,Nyedin,554,0,18,볶음,일상,밀가루,면/만두,고추잡채! 밥과 빵이 아닌 면과 함께 즐겨보세요!,[기본 야채] 양파 1/2개| 파프리카 1개| 풋고추 3개| 표고버섯 3개 [면 재료] 파스타 면 1인분| 소금 약간 [양념 재료] 다진마늘 1/2작은술| 소금 1/2작은술| 굴소스 1큰술| 참기름 약간,1인분,초급,,2.02E+13," 양파, 파프리카, 풋고추, 표고버섯, 파스타면, 소금, 다진마늘, 소금, 굴소스, 참기름"
2916,6921939,새콤달콤매콤 자숙 피꼬막무침(feat.간단한양념장),피꼬막무침,29950989,#NAME?,1783,0,26,무침,술안주,해물류,메인반찬,겨울 문턱에 앞서 살이 통통오른 피꼬막으로 간단하고 실패없는 한끼 -피꼬막은 헤모글로빈 성분이 있어 빈혈에 좋다고 합니다.,[재료] 자숙피꼬막 270g| 양파 1/4개| 부추 7가닥정도 [양념] 다진마늘 0.5T| 간장 1T| 올리고당 2T| 초고추장 2T| 고춧가루 2T| 들기름 1T,3인분,아무나,15분이내,2.02E+13," 자숙피꼬막, 양파, 부추, 다진마늘, 간장, 올리고당, 초고추장, 고춧가루, 들기름"
2917,6921946,면역력이라면 '마늘호두조림'으로,마늘호두조림,kimju,beate,1623,0,55,조림,일상,채소류,밑반찬,건강에도 좋고 맛도 좋은 달콤함을 입은 '마늘호두조림'이에요,[재료] 마늘 100g| 호두 50g| 간장 1/2큰술| 올리고당 2~2+1/2큰술,4인분,초급,30분이내,2.02E+13," 마늘, 호두, 간장, 올리고당"
2918,6921949,다이어트 샐러드 : 템페 비건 샐러드 / tempeh vegan Salad,템페비건샐러드,62929808,요알남Mingstar,2803,0,68,기타,다이어트,콩/견과류,샐러드,템페를 이용한 비건 샐러드 입니다.,[재료] 샐러드 야채 100g| 오렌지 1개| 라임즙 1Ts| 다진 마늘 1Ts| 소금 1꼬집| 아가베시럽 2Ts| 참기름 1ts| 올리브 오일 2Ts| 템페 120g,1인분,아무나,60분이내,2.02E+13," 샐러드야채, 오렌지, 라임즙, 다진마늘, 소금, 아가베시럽, 참기름, 올리브오일, 템페"
2919,6921960,매콤한 음식이 끌리는 날엔? 주꾸미 볶음면,주꾸미볶음면,gdubu33,만개의레시피,11003,0,194,볶음,일상,해물류,메인반찬,매운 음식 땡기는데 밀가루 못 먹는 사람들 주목!  매콤달콤한 주꾸미 볶음과 국내산 쌀면이 들어가 탱탱하고 쫄깃한 주꾸미 볶음면  밀가루 먹으면 속이 불편한 분도 기름에 튀기지 않은 쌀면이라 맛있게 드실 수 있어요.  매콤달콤해 안주로도 제격! 오늘 저녁 주꾸미 볶음면 어떠세요?  출시 기념 무료 배송 이벤트 진행 중! 놓치지 마세요~,[필수 재료] 주꾸미 볶음면 1봉| 콩나물 1줌| 깻잎 5장| 양파 1/4개| 참기름 1숟가락 [볶음밥 재료] 밥 1공기| 김가루 약간,2인분,아무나,30분이내,2.02E+13," 주꾸미볶음면, 콩나물, 깻잎, 양파, 참기름, 밥, 김가루"
2920,6921971,식이섬유가 풍부한 송고버섯 장조림. 면역력에 좋은 송고 버섯장조림 만드는법.,송고버섯장조림,yji516,밥순이네,1577,0,33,조림,일상,채소류,밑반찬,장조림을 좋아하는 아이들에게 몸에 좋은 버섯으로 만들어 줬더니 버섯을 싫어하는 큰 애도 잘 먹을 정도로 맛있어 하더라구요.,[재료] 송고버섯 500g| 메추리알 1판 [양념] 간장 2/3C| 맛술 1/2C| 통후추 약간| 다시마물 1C| 통마늘 10알| 양파 1/2개| 대파 1줄| 물엿 2T| 설탕 2T,6인분이상,아무나,30분이내,2.02E+13," 송고버섯, 메추리알, 간장, 맛술, 통후추, 다시마물, 마늘, 양파, 대파, 물엿, 설탕"
2921,6921977,감기예방/면역력에 좋은 달콤한 단감잼!,단감잼,37279613,왕눈이2,2917,0,69,조림,간식,과일류,양념/소스/잼,비타민c가 풍부하고 항암효과가 뛰어나 환절기철에 떨어진 면역력을 올려줄수있는 단감으로  더욱더 달콤하게 잼으로 만들어 보세요,[재료] 단감 800g| 설탕 500g| 레몬즙 1큰술| 소금 1꼬집,6인분이상,아무나,90분이내,2.02E+13," 단감, 설탕, 레몬즙, 소금"
2922,6921980,면역력에 좋은 가을무요리  영양밥 연근무 밥,연근무밥,mare326,어부동김반장,875,0,17,끓이기,영양식,쌀,밥/죽/떡,가을무는 인삼보다 더 좋다지요. 이 맘때에는 잊지 안고 무밥을 짓고  달래간장에 쓱쓱 비벼 먹어요. 오늘은 색도 너무 예쁜 수박무와 요즘 제철인 연근을 넣어 봤어요. 색이 예뻐서 그런지 더 먹음직 스럽죠.,[재료] 불린쌀 2컵| 무 160g| 표고버섯 1개| 다시마 1조각| 연근 4조각| 물 1컵반,3인분,초급,30분이내,2.02E+13,"쌀, 무우, 표고버섯, 다시마, 연근, 물"
2923,6921982,풋고추 꼬막 튀김,풋고추꼬막튀김,rh0301,lee쉐프,582,0,12,튀김,술안주,채소류,기타,풋고추에 요즘 제철인 꼬막을 넣고 튀김을 만들어봤습니다 술안주로도 좋지만 손님접대용이나 간식으로도 좋습니다.,[재료] 풋고추 9~10개| 꼬막살 1컵| 체다치즈 3장| 밀가루 11/2컵| 식용유 넉넉히| 물 2/3컵 [양념] 굴소스 1작은술| 맛술 1큰술,3인분,아무나,30분이내,2.02E+13,"고추, 꼬막, 체다치즈, 밀가루, 식용유, 물, 굴소스, 맛술"
2924,6921986,김치볶음밥으로 삼각 김밥 만들기..,삼각김밥,54622306,윤씨네삼남매,2321,0,25,기타,일상,채소류,밥/죽/떡,아침 메뉴로 김치볶음밥을 만든다음 삼각김밥으로 만들어 아이들 먹기 편하게 해봤어요~,[재료] 삼각김밥용 김 8장정도| 삼각김밥틀 [재료] 김치 1/2포기| 참치 1캔| 들기름 1큰술| 고춧가루 1티스푼| 굴소스 1큰술| 밥 4인분양| 참기름 1큰술| 통깨 1큰술,4인분,아무나,30분이내,2.02E+13,"김, 김치, 참치, 들기름, 고춧가루, 굴소스, 밥, 참기름, 통깨"
2925,6921989,통밀 수제비 건강한 한그릇,통밀수제비,39806793,순수해숍,933,0,15,끓이기,일상,밀가루,면/만두,들기름 들깨가루 넣어 반죽하여 구수하고 고소해요,[재료] 통밀가루 2컵| 애호박 1/2개| 대파 20cm [육수재료] 국물용멸치 10마리| 다시마 1장 ? [양념] 들기름 1큰술| 들깨가루 3큰술| 국간장 1큰술| 다진마늘 1/2큰술| 소금 약간 다진마늘 1/2큰술| 소금 약간,2인분,아무나,60분이내,2.02E+13," 통밀가루, 애호박, 대파, 멸치, 다시마, 들기름, 들깨가루, 국간장, 다진마늘, 소금"
2926,6921992,김치 고추장 비빔국수,김치고추장비빔국수,98924365,815요리사랑,5283,0,131,무침,일상,쌀,면/만두,언제 먹어도 맛있는 김치 고추장 비빔국수,[재료] 묵은지 1줌| 소면 100g| 사과 1/4개| 당근 조금| 오이 조금 [양념 ] 고추장1스푼| 물엿1스푼| 참기름1스푼| 깨소금1스푼| 김치국물 4스푼,1인분,아무나,10분이내,2.02E+13," 묵은지, 소면, 사과, 당근, 오이, 고추장, 물엿, 참기름, 깨소금, 김치국물"
2927,6921994,버터 양송이버섯 볶음 만들기/초간단 고급 레시피,버터양송이버섯볶음,99952196,#NAME?,12518,1,600,볶음,일상,채소류,밑반찬,양송이버섯으로 초간단하지만 고급진 요리를 만들어 보세요! 짭조름하고 고소한  맛있는 양송이버섯 만들어보세요~:),[재료] 양송이버섯 400g| 마늘 5알| 파슬리가루 4꼬집| 후추 적당히| 소금 2꼬집| 버터 1스푼정도| 식용유 적당히,4인분,아무나,30분이내,2.02E+13," 양송이버섯, 마늘, 파슬리가루, 후추, 소금, 버터, 식용유"
2928,6922010,환절기 면역력과 감기에 좋은 무조청,무조청,flal82,무시하루,2899,0,25,끓이기,영양식,채소류,양념/소스/잼,환절기 면역력이 떨어지면서 호흡기 질환과 감기가 걸리기 쉬운데 무가 예로부터 소독 지혈  해열  기침  소화에 좋아서 무를 끓여 만든 무조청은 가래  기침  천식에 도움을 주어 겨울철 민간요법으로 무조청 만들어 도움을 많이 받는 음식이에요  무조청 만들어 놓으면 차로 수시로 마실 수도 있고 가래떡이나 식빵등에 찍어 드시면 간식으로도 좋아서 건강도 챙기고 맛도 챙길 수 있어 일석이조입니다 ,[재료] 무 1개 1.2kg| 멥쌀 500g| 엿기름 400g| 생강 30g,6인분이상,아무나,2시간이상,2.02E+13," 무우, 멥쌀, 엿기름,생강"
2929,6922015,면역력 쑥쑥 굴 파스타 ,굴파스타,achim100,좋아좋아3,494,0,8,볶음,일상,해물류,면/만두,환절기 면역력 상승에 도움되는 굴 제철맞은 굴 사용해 만드는 면역력 음식 굴 파스타 입니다 ,[재료] 탈리올리니 250g| 굴 200g| 연근 1/4개| 새송이버섯 1/2개| 청경채 1포기| 마늘 4톨| 토마토소스 600g| 소금 1꼬집| 후추 약간,3인분,아무나,15분이내,2.02E+13," 탈리올리니, 굴, 연근, 새송이버섯, 청경채, 마늘, 토마토소스, 소금, 후추"
2930,6922028,입맛살리는 새콤달콤 풋고추 다짐장 만들기,풋고추다짐장,dnfla105,림츠비,3347,0,146,끓이기,일상,채소류,밑반찬,입맛을 살려주는 특급레시피!  쓱쓱 비벼 김싸먹어도 맛있고 간장계란밥 간장대신 투척! 슥쓱 비벼 먹으면 입맛 돋구는 풋고추 다짐장입니다,[재료] 풋고추 4개| 양파 1개| 식초 1스푼| 올리고당 1스푼| 간장 5스푼| 올리브유 5스푼| 계란 1개| 참기름 1스푼| 김 취향따라,2인분,아무나,15분이내,2.02E+13," 풋고추, 양파, 식초, 올리고당, 간장, 올리브유, 달걀, 참기름, 김"
2931,6922030,풋고추 레시피 [고추 김밥 만들기],고추김밥,tnstnr001,CalliopeLife,908,0,9,기타,영양식,기타,밥/죽/떡,전에 유부 고추 넣어 김밥을 싸먹었는데  참~맛있더라구요. 그래서 이번엔 풋고추  유부  날치알 넣어 초밥 같기도하고 롤 같기도 하고 김밥 같기도 한 이색적인 김밥 만들어 봤어요. 두 가지의 맛의 고추 김밥 만들어 볼게요.,[재료] 유부 28장정도| 고추 20개 정도| 날치알 6큰술| 김 7장| 밥 3공기 반정도| 당근 1개 반 [부재료] 마요네즈 2큰술| 고추냉이 약간| 기름 약간| 소금 약간| 후추 약간| 검은깨 약간 [유부 단촛물] 물 250ml| 식초 250ml| 설탕 250ml [유부 조림장] 간장 3큰술| 물 2큰술| 설탕 1큰술| 다진마늘 1작은술,6인분이상,아무나,90분이내,2.02E+13," 유부, 고추, 날치알, 김, 밥, 당근, 마요네즈, 고추냉이, 기름, 소금, 후추, 검은깨, 물, 식초, 설탕, 간장, 다진마늘"
2932,6922032,#풋고추버섯전 [풋고추요리],풋고추버섯전,54526862,러빙밍,1751,0,57,부침,일상,채소류,밑반찬,심심할수있는 느타리전에 영양가득 풋고추를 쫑쫑썰어 넣었더니 풋고추의 향과 맛이 일품입니다!,[재료] 풋고추 4-5개| 느타리버섯 200g| 양파 1/4개| 계란 4개| 대파 2T| 소금 1t| 후추 약간,2인분,초급,15분이내,2.02E+13," 풋고추, 느타리버섯, 양파, 달걀, 대파, 소금, 후추"
2933,6922035,제철 물파래 무침 맛있게 만들기,물파래무침,32061214,햇살머금은집,2341,0,30,무침,일상,채소류,메인반찬,건강에도 좋고 만들기도 쉬운 물파래무침 만들어 볼께요 ,[재료] 무 1/3개| 파래3덩이| 소금1t| 설탕1T| 통깨| 식초1/3컵,4인분,아무나,,2.02E+13," 무우, 파래, 소금, 설탕, 통깨, 식초"
2934,6922039,♥[신혼밥상] 매콤달달 버섯강정,버섯강정,fkaldbs,행복한윤블리네,2185,0,92,볶음,술안주,버섯류,메인반찬,채소의 고기라 불리는 버섯! 씹는 맛이 일품인 표고버섯  쫄깃쫄깃 비타민C가 풍부한 새송이버섯 매콤달달 간장소스에 버물버물 바삭 촉촉 웰빙 버섯강정을 소개합니다. ,[재료] 새송이버섯 3꼭지| 표고버섯 4꼭지| 청양고추 3~4개| 풋고추 2개| 홍고추 1개| 다진마늘 1커피스푼| 식용유 2종이컵| 달걀 2알| 튀김가루 2종이컵| 물 0.5종이컵| 견과류 적당히 [양념] 간장 2큰술| 굴소스 1큰술| 케찹 1큰술| 식초 1큰술| 설탕 1큰술| 참기름 1큰술,2인분,초급,,2.02E+13," 새송이버섯, 표고버섯, 청양고추, 풋고추, 홍고추, 다진마늘, 식용유, 달걀, 튀김가루, 물, 견과류, 간장, 굴소스, 케찹, 식초, 설탕, 참기름"
2935,6922045,#[면역력]아이밥 참치계란밥,참치계란밥,hyosup1983,심킹카,39600,0,2879,볶음,초스피드,달걀/유제품,밥/죽/떡,갑자기 놀러온 조카들 집에 있는 재료라고는 참치캔과 계란 뿐! 아이들 입 맛 합격!! 후다닥 참치계란볶음밥 완성 ,[재료] 쌀밥 2공기| 참치캔 1개| 달걀 3개| 소금 약간| 캐찹 적당히,2인분,초급,,2.02E+13," 쌀밥, 참치캔, 달걀, 소금, 캐찹 "
2936,6922048,초콜릿 크랙 쿠키,초콜릿크랙쿠키,96808212,자취생랄라,857,0,36,굽기,간식,밀가루,과자,초콜릿 크랙 쿠키를 만들어봤어요~,[재료] 박력분 150g| 코코아가루 15g| 베이킹파우더 2g| 설탕 80g| 우유 40g| 카놀라유(식용유버터 가능) 60g| 초코칩 20g,1인분,초급,30분이내,2.02E+13," 박력분, 코코아가루, 베이킹파우더, 설탕, 우유, 카놀라유, 초코칩"
2937,6922049,간장볶음밥,간장볶음밥,96808212,자취생랄라,1495,0,12,볶음,일상,곡류,밥/죽/떡,저녁에 해먹을 요리가 없어서 집에 있는 재료들로 간장볶음밥을 만들었어요~,[재료] 파 1줄| 다진 마늘 1.5스푼| 양파 작은거 하나| 계란 2개| 햇반 1개 [양념] 간장 1.5스푼| 소금 적당량| 후추 적당량| 식용유 적당량,1인분,초급,15분이내,2.02E+13," 대파, 다진마늘, 양파, 달걀, 밥, 간장, 소금, 후추, 식용유"
2938,6922050,면역력 향상 해초반찬/다시마채 초무침,다시마채초무침,loveshine707,쿡따라,11846,0,388,무침,영양식,해물류,밑반찬,다시마에는 면역력을 향상시키는 후코이단 성분이 풍부하다고 합니다 감기예방 위해 다시마 자주 챙겨 드세요~ 저칼로리라 다이어트에도 좋은 다시마채로 간단 밑반찬 만들어 봤어요~ 오독 오독 씹히는 식감이 매력적인 다시마채 초무침입니다 ,[재료] 다시마채 250g| 양파 1/2개 [무침양념] 고추장 0.5스푼| 고춧가루 1스푼| 다진마늘 0.5스푼| 식초 1스푼| 멸치액젓 0.5스푼| 간장 1스푼| 올리고당 1스푼| 매실청 1스푼| 참기름| 깨소금 약간씩,3인분,아무나,15분이내,2.02E+13," 다시마채, 양파, 고추장, 고춧가루, 다진마늘, 식초, 멸치액젓, 간장, 올리고당, 매실청, 참기름, 깨소금"
2939,6922053,노루궁뎅이버섯 미역국 만드는방법 부드러운식감으로 깔끔한 미역국을 만들어봐요,노루궁뎅이버섯미역국,73188491,통통붕어우주선,1195,0,6,끓이기,일상,채소류,국/탕,안녕하세요 노루궁뎅이버섯을 엄마에게 선물했어요. 남은노루궁뎅이버섯을 손질해서 냉동보관후 미역국에 넣어서 같이 끓여봤어요. 식감이 부드러워서 목넘김도 편하고 짜지않게 끓여서 깔끔하고 맛이 좋았습니다.,[재료] 미역 4인분| 노루궁뎅이버섯 1개| 참기름 1스푼| 간장 2~3스푼| 다진마늘 1~2스푼,4인분,초급,30분이내,2.02E+13," 미역, 노루궁뎅이버섯, 참기름, 간장, 다진마늘"
2940,6922055,깻잎단배추무침 도시락반찬,깻잎단배추무침,50111986,깻잎언니,816,0,24,무침,일상,채소류,밑반찬,밋밋할수있는 단배추에 향이 좋은 깻잎을 더해서 무침을 했더는 향긋한 단배추무침이 되었어요,[재료] 단배추 1묶음| 깻잎 1묶음| 당근 조금 [양념] 소금 1작은술| 다진마늘 조금| 참기름 1큰술| 갈은깨 1큰술,6인분이상,아무나,30분이내,2.02E+13," 단배추, 깻잎, 당근, 소금, 다진마늘, 참기름, 깨"
2941,6922058,자취생간단요리  아침에 후딱 끓여 낸 새우젓 콩나물국  콩나물국  ,새우젓콩나물국,0807twins,배고픈엄마,4146,0,90,끓이기,일상,채소류,국/탕,아침에 간단하게 적은 양의 국을 급하게 끓일때 좋은 국으로 콩나물국이 있지요. 봉지 콩나물 한봉지 사다 냉징고에 넣어 두고 필요한 만큼 덜어 사용하면 편하기도 합니다.,[재료] 콩나물 3줌| 고추가루 1/2큰술| 다진마늘 1/2큰술| 대파 1대| 새우젓 1큰술| 물 4컵,2인분,초급,15분이내,2.02E+13," 콩나물, 고춧가루, 다진마늘, 대파, 새우젓, 물"
2942,6922060,냉털볶음밥 도시락,냉털볶음밥,50111986,깻잎언니,257,0,2,볶음,일상,채소류,밥/죽/떡,냉장에 있는 자투리 야채들로 만든 볶음밥이지만 맛은 최고에요,[재료] 빨강파프리카 1/2개 | 노랑파프리카 1/2개| 양파 1/2개| 당근 조금| 대파 1뿌리| 계란 3개| 시금치 조금 [양념] 소금 1/2큰술| 진간장 1큰술,2인분,아무나,30분이내,2.02E+13,"파프리카, 양파, 당근, 대파, 달걀, 시금치, 소금, 진간장"
2943,6922065,풋고추 요리 / 고추국수,고추국수,62929808,요알남Mingstar,703,0,30,굽기,일상,채소류,면/만두,고추국수 입니다. 05:28초 부터 보세요.,[재료] 소면 80g| 풋고추 5개| 다진 마늘 1/2Ts| 식초 1Ts| 설탕 2Ts| 간장 3Ts| 참기름 1Ts| 소금 1꼬집,1인분,아무나,,2.02E+13," 소면, 풋고추, 다진마늘, 식초, 설탕, 간장, 참기름, 소금"
2944,6922068,풋고추 요리 / 고추찜,고추찜,62929808,요알남Mingstar,1693,0,18,찜,일상,채소류,밑반찬,풋고추 찜 입니다. 04:17초 부터 보세요.,[재료] 풋고추 150g| 다진 마늘 1/2Ts| 고춧가루 1Ts| 간장 1Ts| 올리고당 1/2Ts| 참기름 1Ts| 액젓 1/2Ts| 찹쌀가루 5Ts,1인분,아무나,30분이내,2.02E+13," 풋고추, 다진마늘, 고춧가루, 간장, 올리고당, 참기름, 액젓, 찹쌀가루"
2945,6922073,갓김치볶음밥. 아삭한 갓김치의 식감 덕분에 더 맛있어요!,갓김치볶음밥,chris1719,레이디스,1589,0,27,볶음,,채소류,밥/죽/떡,김치볶음밥 다들 좋아하시죠. 갓김치를 잘게 썰어 볶은 갓김치볶음밥은 아삭아삭한 식감이 살아있어서 또 다른 매력이 있답니다.,[재료] 밥 1인분| 갓김치 90g| 송송 썬 대파 2큰술| 오일 1큰술| 들기름 2큰술| 달걀 1개| 깨 약간,1인분,초급,15분이내,2.02E+13," 밥, 갓김치, 대파, 오일, 들기름, 달걀, 깨"
2946,6922074,나만의풋고추레시피,풋고추다대기,lyj5491,KISSING1001,966,0,13,볶음,영양식,채소류,밑반찬,시댁에서 먹어본 풋고추 다대기가 너무 맛있어 밥을 두그릇 뚝딱 해치웠더니 배경은 자주 놀러오시는 지인분의 솜씨! 며느리가 너무 잘먹는다고 소문내시어 ~ 저희집에 놀러오셔서 가르쳐주셨네요~ 그 후로 종종 이렇게 해서 꺼내어 먹게됩니다! 가을 풋고추가 그리 맛있다 하여 한아름 얻어와 레시피를 꺼내봅니다. ^^ ,[재료] 풋고추 양껏| 멸치 양껏| 간마늘 양껏| 매실청 양껏| 까나리액젓 양껏| 깨소금 양껏,6인분이상,아무나,30분이내,2.02E+13," 풋고추, 멸치, 다진마늘, 매실청, 까나리액젓, 깨소금"
